,UFID,BLD_NM,DONG_NM,GRND_FLR,UGRND_FLR,PNU,ARCHAREA,TOTALAREA,PLATAREA,HEIGHT,STRCT_CD,USABILITY,BC_RAT,VL_RAT,BLDRGST_PK,USEAPR_DAY,REGIST_DAY,GB_CD,VIOL_BD_YN,GEOIDN,BLDG_PNU,BLDG_PNU_Y,BLD_UNLICE,BD_MGT_SN,SGG_OID,COL_ADM_SE,geometry
239,2008202566434441681800000000,이투스교육 주식회사,,6,3,1168010100106490001,315.3,2855.16,526.3,19.6,21,10000,59.91,357.1,100189149,20081224,20191112,0,0,B001000000012V9FZ,,,,1168010100106490001000001,8761,11680,"POLYGON ((202572.5159999998 444176.7170000002, 202576.8439999996 444165.8739999998, 202560.4369999999 444159.3110000007, 202556.2180000003 444170.3729999997, 202562.5939999996 444173.1549999993, 202563.1409999998 444174.0610000007, 202565.2810000004 444174.9979999997, 202566 444174.4360000007, 202572.5159999998 444176.7170000002))"
240,2005202362434442956200000000,메트로 빌딩,,6,2,1168010100106190028,375.23,2968.65,634.8,21.85,21,04000,59.11,302.94,7193,20051014,20190928,0,1,B00100000000SNJ1D,,,,1168010100106190028026221,9095,11680,"POLYGON ((202364.5779999997 444310.159, 202374.2340000002 444285.784, 202360.3909999998 444280.6270000003, 202351 444304.8770000003, 202353.8130000001 444306.0649999995, 202353.5470000003 444307.284, 202359.75 444309.7210000008, 202360.25 444308.5020000003, 202363.9220000003 444309.784, 202364.5779999997 444310.159))"
241,1990202880924443029700000000,,,4,1,1168010100106370033,85.8,472.4,190.7,14.45,21,03000,44.99,179.97,10680,19901215,20170125,0,0,B00100000000SMYJA,,,,1168010100106370033023540,8871,11680,"POLYGON ((202887.4100000001 444297.7760000005, 202879.801 444294.9629999995, 202874.2539999997 444308.0260000005, 202882.3629999999 444310.9010000005, 202887.4100000001 444297.7760000005))"
242,1991202722124448192300000000,,,2,2,1168010100106110001,130.72,658.96,330.5,8.9,21,04000,39.55,79.1,12752,19911220,20200425,0,0,B00100000000SMLWA,,,,1168010100106110001022103,9143,11680,"POLYGON ((202731.0889999997 444817.9690000005, 202716.4330000002 444812.4700000007, 202713.199 444820.6270000003, 202727.8859999999 444825.9379999992, 202731.0889999997 444817.9690000005))"
243,1999202819514447819500000000,,,2,1,1168010100106090005,128.25,320.15,257.4,7.5,11,03000,49.83,91.59,9241,19990506,20210330,0,0,B00100000000SPSI6,,,,1168010100106090005000001,8884,11680,"POLYGON ((202828.2929999996 444784.625, 202820.4950000001 444772.7809999995, 202810.7609999999 444778.9680000003, 202818.5279999999 444791.2809999995, 202828.2929999996 444784.625))"
244,2003202943394448158600000000,린 하우스,,5,0,1168010100106070005,179.81,658.93,330.8,15.1,21,02000,54.36,199.19,11169,20031028,20200425,0,0,B00100000000SPSTH,,,,1168010100106070005027115,8571,11680,"POLYGON ((202951.5599999996 444809.1539999992, 202941.6069999998 444805.466, 202935.4189999998 444822.8100000005, 202944.8880000003 444826.3100000005, 202951.5599999996 444809.1539999992))"
245,1987202820174449073300000000,,,2,1,1168010100106050013,160.0,512.0,367.4,0.0,21,04000,43.55,87.1,21795,19870813,20170208,0,0,B00100000000SMPQ8,,,,1168010100106050013021802,8580,11680,"POLYGON ((202829.591 444905.5309999995, 202814.4979999997 444899.6879999992, 202810.6380000003 444909.0319999997, 202825.983 444915.0319999997, 202829.591 444905.5309999995))"
246,1986202500794441966100000000,,,4,1,1168010100106350011,110.2,410.32,0.0,0.0,21,04000,0.0,0.0,14674,19860107,20200425,0,0,B00100000008X7I08,,,,1168010100106350011023731,8587,11680,"POLYGON ((202505.7019999996 444199.2180000003, 202508.0769999996 444193.4680000003, 202499.9989999998 444190.6559999995, 202499.8899999997 444190.625, 202499.0300000003 444192.5930000003, 202497.0300000003 444191.8120000008, 202495.733 444195, 202494.2800000003 444194.5309999995, 202492.7340000002 444198.375, 202494.7180000003 444199.2180000003, 202504.0939999996 444203.125, 202505.7019999996 444199.2180000003))"
247,1988202683964446015700000000,,,2,1,1168010100106240022,125.69,302.12,317.3,0.0,11,03000,39.61,69.71,7552,19880107,20210210,0,0,B00100000000SPJJX,,,,1168010100106240022022814,8589,11680,"POLYGON ((202682.1009999998 444598.3430000003, 202677.7259999998 444592.375, 202672.5539999995 444595.9370000008, 202679.7410000004 444606.9059999995, 202694.602 444607.5309999995, 202694.8509999998 444599.9059999995, 202687.6320000002 444599.5620000008, 202687.1009999998 444598.5620000008, 202682.1009999998 444598.3430000003))"
248,2002202400254445229800000000,,,2,2,1168010100106180015,215.25,719.0,436.3,10.75,21,03000,49.34,98.67,22287,20020318,20210623,0,1,B00100000000SNDLR,,,,1168010100106180015023049,8872,11680,"POLYGON ((202394.2850000001 444533.3469999991, 202397.9879999999 444530.7540000007, 202398.4570000004 444531.5659999996, 202403.5820000004 444528.2219999991, 202403.176 444527.7850000001, 202404.8169999998 444526.5659999996, 202405.1600000001 444527.0659999996, 202410.0820000004 444523.6600000001, 202409.4570000004 444522.6909999996, 202411.9570000004 444521.0969999991, 202405.9570000004 444512.2850000001, 202398.4570000004 444517.2850000001, 202388.1919999998 444524.1290000007, 202394.2850000001 444533.3469999991))"
249,1991202622524448275600000000,PCG빌딩,,5,1,1168010100106040003,141.54,746.16,288.2,18.35,21,04000,49.11,192.21,7142,19910716,20200108,0,0,B00100000000SMUYL,,,,1168010100106040003022073,9174,11680,"POLYGON ((202630.3859999999 444825.0649999995, 202617.9950000001 444820.5649999995, 202614.6830000002 444830.0960000008, 202627.0420000004 444834.534, 202630.3859999999 444825.0649999995))"
250,2002202430344442616200000000,,,6,1,1168010100108170029,281.24,1663.19,470.7,22.4,21,01000,59.75,283.36,13607,20020321,20201105,0,0,B00100000000SNJV8,,,,1168010100108170029000001,9504,11680,"POLYGON ((202442.0310000004 444257.0629999992, 202424.9529999997 444250.3770000003, 202418.25 444265.8139999993, 202436.2189999996 444272.9700000007, 202442.0310000004 444257.0629999992))"
251,2003202224124446463600000000,역삼 601-12,역삼601-12,4,1,1168010100106010012,214.83,1078.22,450.1,13.2,21,03000,47.72,170.18,,20030513,20110207,0,0,B00100000000SNT1N,,,,1168010100106010012000001,9486,11680,"POLYGON ((202235.0360000003 444648.7259999998, 202233.3480000002 444638.7890000008, 202215.5039999997 444642.9140000008, 202216.0350000001 444644.5390000008, 202213.2070000004 444645.2259999998, 202215.6129999999 444654.5079999994, 202222.0199999996 444652.8509999998, 202221.8169999998 444651.7890000008, 202235.0360000003 444648.7259999998))"
252,1982202790804447899800000000,,,2,1,1168010100106100005,141.2,329.16,365.2,7.4,11,03000,38.66,63.29,23809,19820716,20170718,0,0,B00100000000SPG0B,,,,1168010100106100005022183,8936,11680,"POLYGON ((202800.6519999998 444792.2809999995, 202792.2769999998 444779.9370000008, 202780.9800000004 444787.5930000003, 202789.2920000004 444800.0620000008, 202800.6519999998 444792.2809999995))"
253,1989202804784446065200000000,,,2,1,1168010100106250003,174.01,319.0,517.8,9.72,21,01000,33.61,54.47,7841,19891226,20170316,0,0,B00100000000SPG9K,,,,1168010100106250003022789,8971,11680,"POLYGON ((202808.1179999998 444599.9039999992, 202800.2110000001 444596.9039999992, 202795.2419999996 444610.3420000002, 202809.9780000001 444615.8729999997, 202813.79 444604.716, 202812.5080000004 444602.2469999995, 202807.9460000005 444600.5600000005, 202808.1179999998 444599.9039999992))"
254,1991202387384440622500000000,,,10,2,1168010100108200011,487.52,3954.0,654.7,40.58,21,03000,74.46,486.71,8568,19910619,20190423,0,0,B001000000012U2T6,,,,1168010100108200011023995,9219,11680,"POLYGON ((202401.9349999996 444073.5319999997, 202404.1059999997 444067.9379999992, 202398.6210000003 444065.8760000002, 202397.7620000001 444065.5629999992, 202398.4179999996 444063.5629999992, 202397.3870000001 444063.2819999997, 202397.699 444062.5629999992, 202396.574 444062.4069999997, 202397.0269999998 444060.8129999992, 202395.6210000003 444060.1879999992, 202396.1050000004 444058.8760000002, 202394.8870000001 444058.5, 202395.5120000001 444057.2510000002, 202382.2929999996 444051.7190000005, 202381.8870000001 444052.9379999992, 202380.4179999996 444052.4069999997, 202379.949 444053.6569999997, 202378.9340000004 444053.1879999992, 202378.3870000001 444054.7510000002, 202377.1519999998 444054.0629999992, 202376.6370000001 444055.7819999997, 202374.9809999997 444055.1879999992, 202374.699 444055.8129999992, 202373.4960000003 444055.5629999992, 202371.3090000004 444061.0010000002, 202372.1210000003 444061.3440000005, 202371.8090000004 444062.3129999992, 202395.6529999999 444072.0319999997, 202395.8559999997 444071.375, 202398.6380000003 444072.3440000005, 202401.9349999996 444073.5319999997))"
255,1980202237434445210800000000,,,1,0,1168010100108090012,8.4,8.4,0.0,3.2,32,14000,0.0,0.0,8647,19801011,20170126,1,0,B00100000000SNWJ9,,,,,9566,11680,"POLYGON ((202239.5329999998 444519.8190000001, 202236.6109999996 444518.9440000001, 202235.3150000004 444522.3499999996, 202238.2690000003 444523.2249999996, 202239.5329999998 444519.8190000001))"
256,2001203010774445243900000000,,,5,1,1168010100106400015,151.89,724.87,253.5,13.25,21,02000,59.92,235.94,15550,20010601,20200425,0,0,B00100000000SRJ2I,,,,1168010100106400015023038,9264,11680,"POLYGON ((203014.415 444533.2430000007, 203019.0870000003 444520.4619999994, 203006.7429999998 444516.0250000004, 203002.4309999999 444528.5879999995, 203006.915 444530.2760000005, 203007.6500000004 444528.432, 203010.1030000001 444529.4309999999, 203009.4620000003 444531.3379999995, 203014.415 444533.2430000007))"
257,1988202305884446353600000000,,,3,1,1168010100106010027,263.86,1156.77,508.8,10.5,21,04000,51.86,149.58,17553,19881119,20170208,0,0,B00100000000SNV4S,,,,1168010100106010031022703,9589,11680,"POLYGON ((202315.443 444627.3190000001, 202303.8959999997 444622.9749999996, 202296.2390000001 444643.3190000001, 202308.0360000003 444647.7249999996, 202315.443 444627.3190000001))"
258,2000202306844445676100000000,,,4,0,1168010100108110010,119.66,436.29,199.89,10.2,21,02000,59.86,218.27,20502,20000731,20170506,0,0,B00100000000SRS5U,,,,1168010100108110010022903,9275,11680,"POLYGON ((202314.3320000004 444563.7239999995, 202303.5820000004 444559.2870000005, 202299.1919999998 444570.6309999991, 202305.1449999996 444573.0059999991, 202305.0820000004 444573.6620000005, 202305.176 444574.2239999995, 202305.426 444575.068, 202308.7850000001 444576.3809999991, 202309.5199999996 444575.943, 202309.9419999998 444575.3809999991, 202310.3169999998 444574.7239999995, 202314.3320000004 444563.7239999995))"
259,1996202596054446550500000000,,,2,2,1168010100106230011,93.8,322.8,235.3,8.59,11,03000,39.86,75.1,24128,19960118,20210111,0,0,B00100000000SPWF7,,,,1168010100106230011022657,9580,11680,"POLYGON ((202591.602 444662.5020000003, 202594.6169999996 444660.6579999998, 202595.1169999996 444661.4079999998, 202600.2110000001 444658.0010000002, 202599.2429999998 444656.4079999998, 202604.6490000002 444652.5639999993, 202600.96 444647.2520000003, 202595.148 444651.1889999993, 202594.8509999998 444650.7829999998, 202589.7410000004 444654.2200000007, 202589.6009999998 444654.4389999993, 202590.0080000004 444655.0329999998, 202587.7580000004 444656.7829999998, 202591.602 444662.5020000003))"
260,1992202890214442166000000000,,,19,5,1168010100106470014,993.28,24895.53,0.0,0.0,21,14000,0.0,0.0,18615,19921024,20170127,0,0,B00100000000REAMF,,,,1168010100106470014023676,9003,11680,"POLYGON ((202900.3779999996 444207.8369999994, 202891.0499999998 444204.2440000009, 202878.2680000002 444199.3369999994, 202875.2369999997 444198.1500000004, 202874.7829999998 444199.3369999994, 202866.7999999998 444220.0250000004, 202905.0970000001 444235.2119999994, 202913.5190000003 444212.8990000002, 202900.3779999996 444207.8369999994))"
261,1984202735524448320000000000,,,2,1,1168010100106110002,155.56,493.77,0.0,0.0,21,04000,0.0,0.0,3595,19840615,20210311,0,0,B00100000000SMDY4,,,,1168010100106110002026406,9615,11680,"POLYGON ((202742.2779999999 444829.8440000005, 202731.6050000004 444825.7819999997, 202728.7000000002 444834.0950000007, 202739.5120000001 444838.2510000002, 202742.2779999999 444829.8440000005))"
262,2001202538884447203900000000,,역삼동S빌딩,2,1,1168010100106140009,794.01,2255.36,1631.7,16.5,42,05000,48.66,77.91,12324,20011229,20200208,0,1,B00100000000SLHBJ,,,,1168010100106140009000001,9291,11680,"POLYGON ((202559.8679999998 444731.3780000005, 202533.9299999997 444693.9100000001, 202522.3210000005 444701.7530000005, 202524.2889999999 444704.2850000001, 202528.4299999997 444701.6290000007, 202530.477 444704.6600000001, 202518.3830000004 444713.0659999996, 202522.0389999999 444718.6290000007, 202529.0860000001 444713.7219999991, 202531.1179999998 444716.8790000007, 202524.1639999999 444721.5969999991, 202527.9299999997 444727.0350000001, 202528.6799999997 444726.4409999996, 202537.1490000002 444738.9719999991, 202536.3679999998 444739.4719999991, 202540.1030000001 444744.8790000007, 202559.8679999998 444731.3780000005))"
263,0000202404274446906600000000,,,0,0,1168010100106150021,0.0,0.0,0.0,0.0,,,0.0,0.0,,,20110207,,,,,,,,9298,11680,"POLYGON ((202406.1789999995 444690.2870000005, 202403.1789999995 444689.0989999995, 202402.4289999995 444691.0989999995, 202405.3509999998 444692.193, 202406.1789999995 444690.2870000005))"
264,2002202642144445193100000000,,,5,1,1168010100106330001,141.55,743.86,236.1,14.8,21,02000,59.95,243.59,9309,20020524,20201016,0,0,B00100000000SRK1I,,,,1168010100106330001023063,9630,11680,"POLYGON ((202650.2400000002 444516.375, 202638.1780000003 444511.6239999998, 202634.1160000004 444523.1569999997, 202646.6469999999 444526.3120000008, 202650.2400000002 444516.375))"
265,1982202909904447304900000000,,,2,1,1168010100106080018,97.82,241.42,0.0,0.0,11,01000,0.0,0.0,8980,19820721,20170316,0,0,B00100000000SPK5K,,,,1168010100106080018022396,9644,11680,"POLYGON ((202908.699 444738.5289999992, 202918.6830000002 444731.6219999995, 202915.449 444726.6539999992, 202913.6200000001 444727.9039999992, 202909.7609999999 444722.3100000005, 202902.7139999997 444726.9350000005, 202904.1210000003 444729.091, 202902.6050000004 444730.0600000005, 202907.8859999999 444738.4039999992, 202908.2609999999 444738.1229999997, 202908.699 444738.5289999992))"
266,2000202300994445827700000000,,,4,0,1168010100108110011,119.66,436.29,199.89,10.2,21,02000,59.86,218.27,11167,20000828,20200425,0,0,B00100000000SRRI7,,,,1168010100108110011022859,8718,11680,"POLYGON ((202308.3949999996 444578.7870000005, 202297.6919999998 444574.4120000005, 202293.5820000004 444585.7880000006, 202299.5669999998 444588.193, 202299.3480000002 444589.193, 202299.4100000001 444589.818, 202299.676 444590.5059999991, 202300.3949999996 444591.0989999995, 202301.0669999998 444591.4120000005, 202301.7379999999 444591.568, 202302.3949999996 444591.5989999995, 202303.2850000001 444591.4739999995, 202303.8320000004 444590.9739999995, 202308.3949999996 444578.7870000005))"
267,1992202561774446532000000000,,,2,1,1168010100106230002,178.48,406.41,451.6,7.9,11,01000,39.52,66.49,21450,19920130,20170622,0,0,B00100000000SPOYI,,,,1168010100106230002022649,8722,11680,"POLYGON ((202555.1629999997 444663.659, 202574.4289999995 444650.4710000008, 202570.2879999997 444644.1280000005, 202569.8200000003 444644.4710000008, 202568.6629999997 444642.8780000005, 202557.1789999995 444651.2520000003, 202556.148 444649.9399999995, 202549.9450000003 444654.3149999995, 202550.8200000003 444655.6899999995, 202549.96 444656.3149999995, 202555.1629999997 444663.659))"
268,2003202849664448902200000000,건양빌딩,,5,0,1168010100106050021,293.47,1427.03,519.6,15.5,21,03000,56.48,261.03,15513,20030502,20201209,0,0,B00100000000SMN2H,,,,1168010100106050021000001,9064,11680,"POLYGON ((202855.8420000002 444900.1559999995, 202861.1689999998 444885.8120000008, 202844.2630000003 444879.3430000003, 202838.216 444894.9370000008, 202851.5920000002 444900.0309999995, 202852.0769999996 444898.7809999995, 202855.8420000002 444900.1559999995))"
269,2003202529794444186000000000,,,2,2,1168010100106210033,141.95,513.61,284.1,8.0,21,01000,49.96,98.9,10595,20031016,20200425,0,0,B00100000000SRAW4,,,,1168010100106210033028048,9654,11680,"POLYGON ((202536.5659999996 444422.3440000005, 202538.5190000003 444417.1260000002, 202537.5810000002 444416.6260000002, 202537.8159999996 444415.8760000002, 202537.0190000003 444415.4690000005, 202537.1119999997 444414.7819999997, 202531.4249999998 444412.5629999992, 202530.7690000003 444413.9690000005, 202524.6749999998 444411.5629999992, 202520.4249999998 444422.5020000003, 202525.034 444424.3129999992, 202525.9560000002 444421.5940000005, 202530.5659999996 444423.3129999992, 202530.3470000001 444423.7190000005, 202535.7060000002 444425.6879999992, 202536.9560000002 444422.5010000002, 202536.5659999996 444422.3440000005))"
270,1989202373664441365800000000,,,6,1,1168010100108200002,185.32,1272.14,372.8,19.8,21,04000,49.71,269.24,15242,19891206,20170204,0,0,B001000000012U4R6,,,,1168010100108200002023840,7524,11680,"POLYGON ((202382.9349999996 444134.0940000005, 202368.1380000003 444128.5329999998, 202364.466 444139.3139999993, 202379.2640000004 444144.5020000003, 202382.9349999996 444134.0940000005))"
271,1999202435244442358900000000,,,5,1,1168010100108170020,164.61,830.48,294.6,13.6,21,01000,55.88,227.62,12944,19990824,20200425,0,0,B00100000000SRORD,,,,1168010100108170020026257,8441,11680,"POLYGON ((202444.6550000003 444231.2190000005, 202431.733 444226, 202425.7960000001 444240.6579999998, 202438.8909999998 444245.6879999992, 202444.6550000003 444231.2190000005))"
272,1997202802314443081300000000,,,3,1,1168010100106370021,167.4,655.2,324.35,9.75,21,01000,51.61,152.61,10910,19970912,20200425,0,0,B00100000000SR9IO,,,,1168010100106370021023532,7810,11680,"POLYGON ((202809.0039999997 444315.7449999992, 202810.2539999997 444313.2459999993, 202811.0980000002 444313.4020000007, 202812.8320000004 444308.6830000002, 202812.0199999996 444308.1830000002, 202812.3949999996 444307.1830000002, 202795.034 444300.3080000002, 202791.676 444308.9330000002, 202809.0039999997 444315.7449999992))"
273,2003202490174444230500000000,다가구주택,다가구주택,2,1,1168010100106210030,131.24,403.35,262.6,7.98,21,01000,49.97,96.32,22274,20030410,20200211,0,0,B00100000000SQYFA,,,,1168010100106210030023306,7824,11680,"POLYGON ((202498.8470000001 444420.0329999998, 202485.6440000003 444415.1579999998, 202481.6440000003 444426.0950000007, 202494.4560000002 444431.0020000003, 202498.8470000001 444420.0329999998))"
274,1974202385194442558200000000,,,2,1,1168010100108170003,100.5,194.26,0.0,0.0,11,03000,0.0,0.0,17444,19741210,20170202,0,0,B00100000000SNGT3,,,,1168010100108170003026208,7751,11680,"POLYGON ((202386.9050000003 444250.8450000007, 202382.1090000002 444248.9700000007, 202378.4519999996 444258.0010000002, 202388.8590000002 444262.4079999998, 202391.8430000003 444254.4389999993, 202390.2340000002 444253.6579999998, 202390.3430000003 444253.3450000007, 202386.6550000003 444251.8450000007, 202386.9050000003 444250.8450000007))"
275,1990202781254447763700000000,,,2,1,1168010100106100006,135.66,326.85,365.9,7.9,11,01000,37.08,60.64,22744,19900330,20170316,0,0,B00100000000SPIXB,,,,1168010100106100006022229,7762,11680,"POLYGON ((202789.3859999999 444778.7180000003, 202782.0889999997 444768.0309999995, 202773.1359999999 444773.9059999995, 202780.4019999998 444784.7809999995, 202789.3859999999 444778.7180000003))"
276,1999202748464445838900000000,,다가구주택(3가구),2,1,1168010100106250020,206.54,636.28,549.2,8.0,21,01000,37.61,58.89,16420,19990529,20191023,0,0,B00100000000SPK1G,,,,1168010100106250020026250,8139,11680,"POLYGON ((202748.102 444593.8739999998, 202748.7419999996 444592.3110000007, 202753.4610000001 444593.8420000002, 202758.3049999997 444581.0299999993, 202756.9929999998 444580.5920000002, 202757.602 444578.3110000007, 202747.2259999998 444574.4360000007, 202746.7259999998 444575.8110000007, 202742.3039999995 444574.0920000002, 202739.8669999996 444580.4989999998, 202740.5710000005 444580.8110000007, 202739.8669999996 444583.3739999998, 202741.2580000004 444583.8739999998, 202739.4299999997 444588.5610000007, 202743.0549999997 444589.8110000007, 202742.4460000005 444592.0610000007, 202748.102 444593.8739999998))"
277,1997202338894444774900000000,,,3,1,1168010100108120017,118.56,419.79,214.1,10.52,21,04000,55.38,146.92,22866,19970619,20170209,0,0,B00100000000SNEX5,,,,1168010100108120017023183,8151,11680,"POLYGON ((202341.3619999997 444485.1610000003, 202343.5029999996 444478.0360000003, 202344.5499999998 444478.3169999998, 202345.2379999999 444476.1300000008, 202341.9720000001 444475.2229999993, 202343.0659999996 444472.2229999993, 202342.534 444472.0669999998, 202342.9869999997 444471.2860000003, 202340.5180000002 444470.0979999993, 202337.8459999999 444469.4419999998, 202337.5650000004 444470.1919999998, 202336.8930000002 444470.0669999998, 202335.7529999996 444473.0669999998, 202336.0499999998 444473.1610000003, 202335.3940000003 444475.1300000008, 202335.0659999996 444475.0669999998, 202332.7690000003 444482.1610000003, 202341.3619999997 444485.1610000003))"
278,2002202715854443578700000000,,,6,1,1168010100106360006,231.68,1526.17,387.0,16.3,21,03000,59.87,298.6,18391,20020225,20170210,0,0,B00100000000SQZHD,,,,1168010100106360006026183,7792,11680,"POLYGON ((202719.2850000001 444369.091, 202726.1919999998 444351.7469999995, 202719.5820000004 444349.1850000005, 202718.5039999997 444351.9979999997, 202717.176 444351.5600000005, 202718.3169999998 444348.716, 202712.301 444346.341, 202708.8789999997 444354.9039999992, 202709.8480000002 444355.341, 202708.3480000002 444358.9969999995, 202707.426 444358.7479999997, 202705.4570000004 444363.9039999992, 202719.2850000001 444369.091))"
279,2003202917754444305500000000,우정하우스,,5,0,1168010100106390014,160.57,650.19,275.6,14.7,21,02000,58.26,235.92,18482,20031001,20170314,0,0,B00100000000SRKR9,,,,1168010100106390014026997,7839,11680,"POLYGON ((202921.4440000001 444425.182, 202914.3339999998 444422.7449999992, 202909.9759999998 444434.1199999992, 202921.398 444438.2129999995, 202925.5700000003 444427.4940000009, 202921.0999999996 444425.932, 202921.4440000001 444425.182))"
280,1985202593654447065100000000,,,2,2,1168010100106130006,123.08,321.6,0.0,0.0,11,01000,0.0,0.0,12244,19850221,20200425,0,0,B00100000000SMV9W,,,,1168010100106130006022474,7249,11680,"POLYGON ((202592.102 444714.784, 202603.727 444707.3149999995, 202598.4460000005 444699.1280000005, 202591.7419999996 444703.3770000003, 202589.4299999997 444700.0960000008, 202583.4460000005 444704.6280000005, 202587.6799999997 444710.9710000008, 202588.9460000005 444710.0649999995, 202592.102 444714.784))"
281,1996202376564444298800000000,,,3,1,1168010100106190012,198.96,657.81,367.1,9.4,21,01000,54.2,134.33,11534,19961113,20200305,0,0,B00100000000SQ3RQ,,,,1168010100106190012023291,8187,11680,"POLYGON ((202387.0020000003 444431.1600000001, 202379.1109999996 444419.8469999991, 202366.6270000003 444427.9100000001, 202369.7680000002 444432.5659999996, 202368.7829999998 444433.2850000001, 202373.5650000004 444439.9719999991, 202387.0020000003 444431.1600000001))"
282,1994203086524442941700000000,성지하이츠-11,2,21,6,1168010100106420016,718.58,22196.7,1481.3,76.5,42,14000,48.51,998.54,4489,19940517,20190822,0,0,B00100000000SLYH7,,,,1168010100106420020023543,7566,11680,"POLYGON ((203105.5839999998 444289.8969999999, 203075.068 444278.1779999994, 203067.5369999995 444298.523, 203097.8969999999 444310.1469999999, 203105.5839999998 444289.8969999999))"
283,1994202868114442650000000000,역삼동빌딩,,4,1,1168010100106470004,116.92,537.17,257.1,14.1,21,02000,45.48,157.65,16076,19940516,20170125,0,0,B00100000000SMVQE,,,,1168010100106470004023613,7568,11680,"POLYGON ((202874.1129999999 444267.5260000005, 202871.1119999997 444256.9010000005, 202862.9249999998 444258.9940000009, 202862.7060000002 444259.6199999992, 202864.6749999998 444266.3379999995, 202862.3940000003 444266.807, 202863.426 444272.5879999995, 202871.9879999999 444270.7129999995, 202873.4419999998 444269.932, 202873.926 444268.932, 202874.1129999999 444267.5260000005))"
284,2003202540784445411400000000,,,2,2,1168010100106220004,147.34,484.12,295.9,7.9,21,01000,49.79,89.48,14371,20030127,20210513,0,0,B00100000000SRKCT,,,,1168010100106220004022981,7271,11680,"POLYGON ((202549.6140000001 444543.0010000002, 202542.3640000001 444532.1579999998, 202531.9579999996 444539.2829999998, 202539.193 444550.1270000003, 202549.6140000001 444543.0010000002))"
285,1986202876844445939000000000,,,2,1,1168010100106260031,169.32,325.34,0.0,0.0,11,03000,0.0,0.0,16225,19861229,20200814,0,0,B00100000000SN0G9,,,,1168010100106260031022828,7274,11680,"POLYGON ((202877.0719999997 444585.9969999995, 202871.3219999997 444583.5899999999, 202866.3689999999 444596.6209999993, 202883.8679999998 444602.9649999999, 202887.7120000003 444592.5899999999, 202876.4000000004 444587.9340000004, 202877.0719999997 444585.9969999995))"
286,1991202895444447632800000000,,,2,0,1168010100106080015,42.24,84.48,480.7,6.4,32,03000,8.79,17.57,20137,19910408,20170401,0,1,B00100000000SMN6L,,,,1168010100106080034022304,8219,11680,"POLYGON ((202901.0429999996 444765.2789999992, 202895.0279999999 444757.4350000005, 202889.8720000004 444761.216, 202895.7929999996 444769.1539999992, 202901.0429999996 444765.2789999992))"
287,0000202886314449239400000000,,,0,0,1168010100106060013,0.0,0.0,0.0,0.0,,,0.0,0.0,,,20110207,,,B00100000000SMEIO,,,,1168010100106060013000001,7503,11680,"POLYGON ((202894.4359999998 444921.3120000008, 202882.0449999999 444916.3430000003, 202878.358 444925.5309999995, 202881.0449999999 444926.9370000008, 202880.733 444927.7809999995, 202890.2170000002 444931.7180000003, 202894.4359999998 444921.3120000008))"
288,1986202935424447963500000000,,,2,1,1168010100106070009,82.36,247.08,0.0,0.0,11,02000,0.0,0.0,21360,19861213,20170414,0,0,B00100000000SRKUC,,,,1168010100106070009022171,7512,11680,"POLYGON ((202943.8260000004 444795.1539999992, 202929.8250000002 444789.966, 202926.9040000001 444797.466, 202941.1540000001 444802.7789999992, 202943.8260000004 444795.1539999992))"
289,0000202895944442054400000000,,,0,0,1168010100106470014,0.0,0.0,0.0,0.0,,,0.0,0.0,,,20110207,,,,,,,,8240,11680,"POLYGON ((202891.0499999998 444204.2440000009, 202900.3779999996 444207.8369999994, 202900.8159999996 444206.6190000009, 202891.4869999997 444203.0559999999, 202891.0499999998 444204.2440000009))"
290,2000202802804443485100000000,,,4,0,1168010100106370014,132.2,471.3,228.1,10.6,21,01000,57.96,206.62,9298,20000825,20170818,0,0,B00100000000SR9HN,,,,1168010100106370014026194,8246,11680,"POLYGON ((202805.426 444356.0889999997, 202806.3480000002 444353.3389999997, 202807.3480000002 444353.6830000002, 202809.5820000004 444347.7459999993, 202808.926 444347.5270000007, 202809.9890000001 444344.7139999997, 202799.7379999999 444340.8389999997, 202796.2070000004 444349.6520000007, 202795.2379999999 444352.1219999995, 202805.426 444356.0889999997))"
291,1984202575584447381900000000,,,2,1,1168010100106140016,102.3,328.65,0.0,0.0,11,01000,0.0,0.0,13021,19841026,20200610,0,0,B00100000000SP0FA,,,,1168010100106140016022370,8269,11680,"POLYGON ((202582.9000000004 444737.6899999995, 202579.1179999998 444732.159, 202577.1030000001 444733.409, 202574.9780000001 444730.4399999995, 202566.9309999999 444735.5030000005, 202574.3679999998 444746.6270000003, 202582.9000000004 444740.8780000005, 202584.3839999996 444739.8770000003, 202582.9000000004 444737.6899999995))"
292,2006202367644441563700000000,로하스애비뉴빌딩,,6,3,1168010100108200001,161.1,1540.63,322.5,21.99,21,04000,49.95,246.2,5563,20061129,20190402,0,0,B001000000012U5KZ,,,,1168010100108200001023797,7920,11680,"POLYGON ((202380.4819999998 444152.3770000003, 202361.2000000002 444144.3770000003, 202355.2790000001 444161.2829999998, 202369.6699999999 444166.7829999998, 202372.358 444166.7510000002, 202375.2479999997 444165.4389999993, 202378.4040000001 444157.8450000007, 202380.4819999998 444152.3770000003))"
