,UFID,BLD_NM,DONG_NM,GRND_FLR,UGRND_FLR,PNU,ARCHAREA,TOTALAREA,PLATAREA,HEIGHT,STRCT_CD,USABILITY,BC_RAT,VL_RAT,BLDRGST_PK,USEAPR_DAY,REGIST_DAY,GB_CD,VIOL_BD_YN,GEOIDN,BLDG_PNU,BLDG_PNU_Y,BLD_UNLICE,BD_MGT_SN,SGG_OID,COL_ADM_SE,geometry
113,1984203017684442686900000000,,,10,3,1168010100106460018,358.17,4991.08,830.6,0.0,21,14000,43.12,419.36,3221,19841107,20170320,0,0,B00100000000SM8QQ,,,,1168010100106460018023591,75,11680,"POLYGON ((203017.7850000001 444251.4289999995, 203009.7699999996 444248.5539999995, 203006.6919999998 444256.4600000009, 203014.818 444259.5539999995, 203008.2400000002 444277.4910000004, 203024.068 444283.773, 203025.1610000003 444280.898, 203030.1459999997 444267.8350000009, 203025.1610000003 444266.0539999995, 203018.8640000001 444263.773, 203015.5209999997 444256.6789999995, 203017.7850000001 444251.4289999995))"
114,2003203179434440445600000000,,,6,1,1168010100107380002,282.86,1592.48,472.3,21.6,21,04000,59.89,259.92,21095,20030814,20170126,0,0,B001000000012V9O9,,,,1168010100107380002027007,91,11680,"POLYGON ((203190.0959999999 444038.0500000007, 203175.4079999998 444032.9250000007, 203169.0020000003 444050.3939999994, 203171.5959999999 444051.1129999999, 203171.1270000003 444052.1129999999, 203183.159 444056.3619999997, 203190.0959999999 444038.0500000007))"
115,1997204276834447531100000000,남경센타,,17,8,1168010500101410035,638.19,17197.54,1068.3,75.6,42,14000,59.74,1012.05,3462,19971028,20190326,0,0,B00100000000SOFFO,,,,1168010500101410035017038,111,11680,"POLYGON ((204294.7889999999 444748.4759999998, 204268.8810000001 444738.5069999993, 204268.46 444739.6630000006, 204267.1629999997 444739.1940000001, 204266.6629999997 444740.2569999993, 204265.5060000001 444739.8819999993, 204259.773 444754.8499999996, 204258.7570000002 444757.5380000006, 204287.1009999998 444768.4759999998, 204292.3360000001 444754.8499999996, 204294.7889999999 444748.4759999998))"
116,1996202934344440822100000000,,,5,1,1168010100107350029,178.0,1048.15,301.0,21.4,21,14000,59.14,274.15,5352,19960203,20170830,0,0,B001000000012UCTG,,,,1168010100107350030023966,114,11680,"POLYGON ((202944.2039999999 444078.5850000009, 202937.4230000004 444075.898, 202936.6730000004 444078.1160000004, 202927.517 444074.5539999995, 202924.7980000004 444081.7420000006, 202926.0640000002 444082.2410000004, 202925.0640000002 444085.0539999995, 202939.6569999997 444090.6170000006, 202944.2039999999 444078.5850000009))"
117,1986205411264449424600000000,,,2,1,1168010600109510003,101.46,304.38,0.0,0.0,11,02000,0.0,0.0,21810,19860901,20170206,0,0,B00100000000WBNW5,,,,1168010600109510003012153,148,11680,"POLYGON ((205420.7690000003 444941.7090000007, 205404.7699999996 444935.3959999997, 205401.6449999996 444943.0519999992, 205417.7850000001 444949.6150000002, 205420.7690000003 444941.7090000007))"
118,2000203445394445463300000000,,,6,1,1168010100106770002,219.39,1564.62,366.8,21.4,21,04000,59.81,350.15,15618,20001109,20200714,0,1,B00100000000SNB15,,,,1168010100106770002000001,21,11680,"POLYGON ((203450.216 444555.5189999994, 203455.3099999996 444542.9240000006, 203440.7460000003 444536.9560000002, 203435.4349999996 444549.5500000007, 203448.4040000001 444555.2060000002, 203448.5760000004 444554.7689999994, 203450.216 444555.5189999994))"
119,2009203288314444856900000000,삼정빌딩,,8,4,1168010100106780000,209.81,2502.73,350.0,25.15,21,14000,59.95,453.96,100196867,20091120,20210616,0,0,B00100000008X4MJS,,,,1168010100106780000023151,47,11680,"POLYGON ((203297.7439999999 444481.3010000009, 203284.5880000005 444476.1459999997, 203282.6040000003 444481.2400000002, 203279.1509999996 444490.1459999997, 203282.6200000001 444491.5830000006, 203291.6050000004 444495.3650000002, 203297.7439999999 444481.3010000009))"
120,2002204586694445615500000000,,,5,1,1168010600108960021,154.34,865.57,258.7,15.25,21,02000,59.66,254.8,20992,20020529,20170204,0,0,B00100000000STSQI,,,,1168010600108960021012615,72,11680,"POLYGON ((204594.6310000001 444558.0620000008, 204583.5219999999 444553.6870000008, 204578.6320000002 444564.6870000008, 204589.9129999997 444569.625, 204594.6310000001 444558.0620000008))"
121,1998204622264448858700000000,현대타워,,27,8,1168010500101430037,763.25,21562.67,1299.9,90.55,42,14000,58.72,1046.47,23976,19980701,20180629,0,0,B00100000000ST368,,,,1168010500101430037017085,82,11680,"POLYGON ((204641.4809999997 444878.2829999998, 204636.7309999997 444876.2829999998, 204636.6059999997 444878.0960000008, 204629.4500000002 444875.5329999998, 204627.6220000004 444877.0329999998, 204619.0429999996 444873.8139999993, 204618.4800000004 444875.1579999998, 204609.9179999996 444871.4389999993, 204608.6679999996 444874.5969999991, 204602.591 444890.1280000005, 204608.6689999998 444892.4710000008, 204632.7000000002 444901.6579999998, 204641.4809999997 444878.2829999998))"
122,1980204812754450026000000000,,,5,1,1168010500101440012,368.96,2177.75,727.5,18.5,21,15000,50.72,234.24,9436,19800527,20170218,0,0,B00100000000ST1HH,,,,1168010500101440012016926,320,11680,"POLYGON ((204815.3439999996 444991.75, 204806.8899999997 444988.375, 204799.8119999999 445005.9059999995, 204821.7189999996 445015.0620000008, 204826.625 445002.7180000003, 204816 444999.0309999995, 204817.0149999997 444996.6559999995, 204813.8590000002 444995.3120000008, 204815.3439999996 444991.75))"
123,2002204479064449378600000000,캘리포니아여관,,6,1,1168010500101420012,286.26,2008.54,482.8,18.8,21,15000,59.29,317.55,5694,20020118,20170223,0,0,B00100000000ST0ED,,,,1168010500101420012026645,407,11680,"POLYGON ((204485.2470000004 444948.9419999998, 204485.9330000002 444928.5979999993, 204486.0269999998 444925.9729999993, 204472.5580000002 444925.8800000008, 204472.3710000003 444949.7229999993, 204485.2000000002 444950.2550000008, 204485.2470000004 444948.9419999998))"
124,2008204619674449852000000000,,,6,2,1168010500101430002,227.05,1760.5,382.9,20.4,21,14000,59.3,330.55,14523,20080129,20180113,0,0,B00100000000ST1EE,,,,1168010500101430002000001,409,11680,"POLYGON ((204630.3890000004 444980.8149999995, 204624.273 444977.6919999998, 204623.8569999998 444978.6879999992, 204616.1119999997 444974.8100000005, 204609.0810000002 444989.0289999992, 204622.6550000003 444995.9609999992, 204630.3890000004 444980.8149999995))"
125,1992204386724449041300000000,,,8,2,1168010500101420001,195.98,1860.38,327.7,0.0,21,14000,59.8,421.48,20885,19920708,20170303,0,0,B00100000000STL0K,,,,1168010500101420001016992,260,11680,"POLYGON ((204392.5259999996 444910.4739999995, 204392.6979999999 444910.0370000005, 204395.2599999998 444910.068, 204395.9790000003 444900.818, 204381.3859999999 444895.693, 204378.432 444902.1309999991, 204378.3849999998 444909.9749999996, 204392.5259999996 444910.4739999995))"
126,2002204843114446689400000000,,,5,0,1168010600108940009,112.16,481.68,203.8,14.7,21,02000,55.03,236.35,21398,20020927,20170216,0,0,B00100000000SU3GJ,,,,1168010600108940009012428,272,11680,"POLYGON ((204849.8700000001 444664.2780000009, 204844.1670000004 444661.7780000009, 204843.8389999997 444662.7780000009, 204841.0889999997 444661.5280000009, 204836.3849999998 444673.5590000004, 204844.7290000003 444676.7780000009, 204849.8700000001 444664.2780000009))"
127,0000203498944444712600000000,,,0,0,1168010100106770034,0.0,0.0,0.0,0.0,,,0.0,0.0,,,20110207,,,B00100000000SS6GK,,,,,281,11680,"POLYGON ((203503.6529999999 444470.8599999994, 203495.6210000003 444467.9539999999, 203494.2149999999 444471.5480000004, 203502.1370000001 444474.6420000009, 203503.6529999999 444470.8599999994))"
128,2001203918324447734500000000,,,3,1,1168010100107040033,131.98,519.29,232.2,9.0,21,01000,56.84,166.66,21616,20011101,20170126,0,0,B00100000000SQT7W,,,,1168010100107040033022230,294,11680,"POLYGON ((203924.8169999998 444778.6689999998, 203921.926 444765.9820000008, 203911.8329999996 444768.2310000006, 203914.7079999996 444780.9189999998, 203924.8169999998 444778.6689999998))"
129,0000203227264445165700000000,,,0,0,1168010100106690015,0.0,0.0,0.0,0.0,,,0.0,0.0,,,20110207,,,B00100000000SSK1J,,,,,303,11680,"POLYGON ((203230.5729999999 444515.8029999994, 203225.1040000003 444513.9590000007, 203223.9630000005 444517.1469999999, 203229.1979999999 444519.3340000007, 203230.5729999999 444515.8029999994))"
130,2002203723704447011700000000,,,4,1,1168010100107000017,113.15,498.92,191.2,12.8,21,04000,59.18,196.1,11314,20021004,20200425,0,1,B00100000000SL2NG,,,,1168010100107000017022497,466,11680,"POLYGON ((203731.1430000002 444704.8900000006, 203728.6579999998 444694.0460000001, 203724.6109999996 444694.9519999996, 203719.5800000001 444696.0769999996, 203716.3140000002 444705.0779999997, 203715.8300000001 444705.3279999997, 203716.2359999996 444707.6720000003, 203724.6119999997 444706.0460000001, 203731.1430000002 444704.8900000006))"
131,1991205080744451147500000000,,,4,1,1168010500101580007,190.35,932.85,333.3,13.4,21,03000,57.11,221.56,15454,19910725,20200425,0,0,B00100000000WAWN4,,,,1168010500101580007016878,507,11680,"POLYGON ((205080.8480000002 445125.4649999999, 205081.9570000004 445122.591, 205082.426 445122.716, 205082.7070000004 445122.6840000004, 205083.1289999997 445122.4030000009, 205083.3789999997 445121.7780000009, 205083.6289999997 445120.9340000004, 205088.5659999996 445109.091, 205088.7850000001 445108.4969999995, 205088.7850000001 445108.1530000009, 205088.676 445107.841, 205088.5350000001 445107.591, 205088.2699999996 445107.3399999999, 205080.9570000004 445104.3719999995, 205080.5659999996 445104.2780000009, 205080.0659999996 445104.3399999999, 205079.801 445104.5280000009, 205079.5199999996 445104.8719999995, 205079.3159999996 445105.2780000009, 205072.4409999996 445122.1219999995, 205080.8480000002 445125.4649999999))"
132,0000203704664443003600000000,,,0,0,1168010100107210001,0.0,0.0,0.0,0.0,,,0.0,0.0,,,20110207,,,,,,,,509,11680,"POLYGON ((203700.824 444294.3560000006, 203697.6830000002 444302.9189999998, 203706.449 444305.9810000006, 203707.7609999999 444305.1370000001, 203709.1200000001 444303.9489999991, 203710.4170000004 444302.3560000006, 203711.199 444300.8560000006, 203711.7139999997 444299.3239999991, 203712.1050000004 444298.3239999991, 203700.824 444294.3560000006))"
133,2003203431524441541700000000,베르사이유,,4,1,1168010100107250013,559.92,3138.48,1370.6,11.42,21,02000,40.85,149.65,6302,20031101,20171108,0,0,B00100000000REQ2B,,,,1168010100107250014000002,439,11680,"POLYGON ((203430.2410000004 444170.5779999997, 203430.8030000003 444168.8910000008, 203432.1780000003 444169.3599999994, 203441.7400000002 444144.3900000006, 203440.4440000001 444143.8900000006, 203441.2400000002 444142.0150000006, 203442.2089999998 444142.4829999991, 203447.5369999995 444128.3589999992, 203436.5999999996 444124.1710000001, 203431.1469999999 444138.1099999994, 203432.0060000001 444138.5470000003, 203431.3190000001 444140.2970000003, 203430.6469999999 444139.9849999994, 203420.9589999998 444164.9849999994, 203421.6469999999 444165.2660000008, 203420.8499999996 444167.1099999994, 203420.3339999998 444166.8910000008, 203415.4759999998 444179.8279999997, 203426.648 444184.0470000003, 203431.5070000002 444171.1720000003, 203430.2410000004 444170.5779999997))"
134,1991203029864443721400000000,,,2,2,1168010100106440010,99.12,403.79,202.8,7.9,21,04000,48.88,91.83,19328,19910902,20170205,0,0,B00100000000SLYPF,,,,1168010100106440010023406,387,11680,"POLYGON ((203037.9129999997 444371.8359999992, 203035.8969999999 444365.9930000007, 203025.1310000001 444370.0240000002, 203022.0060000001 444371.1799999997, 203024.3200000003 444378.6170000006, 203025.1160000004 444378.2740000002, 203036.5379999997 444373.2740000002, 203036.2259999998 444372.2740000002, 203037.9129999997 444371.8359999992))"
135,2003204682204446377000000000,,,5,1,1168010600108960051,129.96,669.72,240.9,16.28,21,04000,53.95,222.23,22949,20030320,20170321,0,0,B00100000000ST559,,,,1168010600108960051026753,444,11680,"POLYGON ((204690.29 444635.3430000003, 204678.1179999998 444630.3430000003, 204673.9460000005 444639.7809999995, 204686.3830000004 444645.2180000003, 204690.29 444635.3430000003))"
136,2002204542044445815100000000,덕양빌라트,,6,1,1168010600108960010,154.58,868.53,258.3,15.48,21,02000,59.85,255.34,12878,20020328,20210616,0,0,B00100000000SU4QU,,,,1168010600108960010012572,473,11680,"POLYGON ((204550.3030000003 444577.0629999992, 204539.2719999999 444572.5629999992, 204533.8030000003 444585.9700000007, 204544.8030000003 444590.4700000007, 204550.3030000003 444577.0629999992))"
137,1978203829504447149100000000,,,4,1,1168010100107030000,216.78,976.37,524.3,0.0,21,15000,41.35,150.38,4846,19781018,20190208,0,0,B00100000000SLBLN,,,,1168010100107030000022450,476,11680,"POLYGON ((203838.0190000003 444721.2640000004, 203832.1119999997 444705.0449999999, 203825.4239999996 444707.8259999994, 203825.0959999999 444706.8570000008, 203820.9560000002 444708.5140000004, 203825.9100000001 444722.4199999999, 203829.0499999998 444724.2949999999, 203838.0190000003 444721.2640000004))"
138,1998204583124449522300000000,,,8,1,1168010500101430017,185.14,1697.57,309.0,24.3,21,14000,59.92,479.33,18551,19980709,20180111,0,0,B00100000000STLCW,,,,1168010500101430017017087,646,11680,"POLYGON ((204589.8090000004 444945.0030000005, 204580.9809999997 444941.7229999993, 204574.7470000004 444956.9100000001, 204587.5290000001 444962.1600000001, 204590.4510000004 444955.6899999995, 204587.2470000004 444954.2540000007, 204588.1059999997 444952.4399999995, 204587.0750000002 444952.1280000005, 204589.8090000004 444945.0030000005))"
139,1998203796594447107400000000,,,5,1,1168010100107000031,226.21,1132.05,417.6,15.6,21,04000,54.17,229.49,15673,19981130,20200425,0,0,B00100000000SLDCG,,,,1168010100107000031026240,678,11680,"POLYGON ((203811.1900000004 444710.9199999999, 203808.7520000003 444704.0449999999, 203783.0020000003 444709.7329999991, 203784.8779999996 444717.7019999996, 203799.7060000002 444714.3890000004, 203799.5180000002 444713.5759999994, 203811.1900000004 444710.9199999999))"
140,1996204242474448949000000000,,다가구용단독주택(7가구),3,1,1168010500101400007,138.13,497.54,231.0,10.6,21,01000,59.8,156.56,7423,19960914,20170316,0,1,B00100000000SRXB6,,,,1168010500101400007017001,685,11680,"POLYGON ((204245.8059999999 444888.9140000008, 204241.4160000002 444886.7899999991, 204234.3059999999 444896.1649999991, 204243.9469999997 444903.1960000005, 204248.9780000001 444896.977, 204248.0250000004 444891.352, 204245.8059999999 444888.9140000008))"
141,2003203619974443669300000000,호텔 팜므,,10,3,1168010100107200010,197.83,2478.92,330.4,30.0,21,15000,59.88,556.77,7665,20030809,20180817,0,0,B00100000000SL3D7,,,,1168010100107200010026978,615,11680,"POLYGON ((203630.4330000002 444362.8890000004, 203615.2450000001 444356.7949999999, 203609.4330000002 444371.0460000001, 203624.8859999999 444376.9820000008, 203630.4330000002 444362.8890000004))"
142,1983204229404448488100000000,,,3,1,1168010500101400025,114.41,444.69,0.0,0.0,21,03000,0.0,0.0,9447,19830205,20170602,0,0,B00100000000SOEV4,,,,1168010500101400025017022,574,11680,"POLYGON ((204227.5870000003 444856.7899999991, 204228.5240000002 444854.5079999994, 204231.665 444855.6329999994, 204236.3049999997 444843.4759999998, 204230.0080000004 444841.0390000008, 204227.227 444842.352, 204222.5089999996 444854.852, 204227.5870000003 444856.7899999991))"
143,2002204593914445831400000000,,,6,0,1168010600108960023,153.9,604.53,258.6,16.8,21,02000,59.51,233.77,5039,20020506,20170315,0,0,B00100000000SU101,,,,1168010600108960023012566,598,11680,"POLYGON ((204602.7889999999 444579.125, 204590.3969999999 444574.4370000008, 204585.1639999999 444586.9700000007, 204597.1169999996 444592.0620000008, 204602.7889999999 444579.125))"
144,2008204977864447302600000000,케이엔빌딩,,6,3,1168010600108930007,271.1,2646.82,547.2,21.55,21,03000,49.54,249.78,100188467,20081121,20190309,0,0,B00100000000WB7E6,,,,1168010600108930007000001,601,11680,"POLYGON ((204988.0159999998 444723.3579999991, 204977.0949999997 444718.8880000003, 204976.3679999998 444720.4450000003, 204975.2790000001 444720.0710000005, 204968.1260000002 444737.5170000009, 204978.9900000002 444742.0559999999, 204988.0159999998 444723.3579999991))"
145,1990205479304450549200000000,,,13,3,1168010600109460018,499.32,8944.95,1249.1,0.0,21,14000,39.97,487.64,11080,19900330,20170127,0,0,B00100000000WAQGQ,,,,1168010600109460018012109,816,11680,"POLYGON ((205492.6780000003 445045.2090000007, 205476.8339999998 445038.2709999997, 205465.4280000003 445064.6150000002, 205471.8959999997 445067.3019999992, 205481.8190000001 445071.4590000007, 205483.648 445067.3340000007, 205492.693 445046.5209999997, 205493.1619999995 445045.4269999992, 205492.6780000003 445045.2090000007))"
146,1988204474194445420000000000,,,2,1,1168010600108970024,115.77,293.91,289.4,7.9,11,04000,40.0,78.91,14913,19881118,20200425,0,0,B00100000000STAY8,,,,1168010600108970024012680,856,11680,"POLYGON ((204483.0049999999 444539.8139999993, 204472.7549999999 444535.5329999998, 204472.318 444536.5639999993, 204468.568 444535.0329999998, 204465.0209999997 444543.6579999998, 204479.318 444549.7200000007, 204483.0049999999 444539.8139999993))"
147,1992202963894441603800000000,성홍타워,,10,4,1168010100107360000,376.39,5466.74,629.8,39.3,21,14000,59.76,592.92,4015,19920616,20180429,0,0,B001000000012VI6Z,,,,1168010100107360000000001,863,11680,"POLYGON ((202977.0029999996 444154.8350000009, 202960.4239999996 444148.3350000009, 202960.0180000002 444149.2410000004, 202959.0020000003 444148.9920000006, 202958.6739999996 444150.023, 202956.4550000001 444149.3039999995, 202950.659 444165.1170000006, 202951.1749999998 444165.8039999995, 202970.5190000003 444173.273, 202977.0029999996 444154.8350000009))"
148,1994204701014449155200000000,원방빌딩,,16,5,1168010500101430042,546.52,10897.53,943.0,63.38,42,14000,57.96,880.88,18351,19940627,20170202,0,0,B00100000000ST8T1,,,,1168010500101430043016980,645,11680,"POLYGON ((204713.4199999999 444905.3760000002, 204698.6540000001 444899.6569999997, 204696.0449999999 444900.8129999992, 204687.5130000003 444923.0639999993, 204688.6229999997 444925.8139999993, 204703.4510000004 444931.3129999992, 204706.0760000004 444930.0940000005, 204714.4979999997 444908.1879999992, 204713.4199999999 444905.3760000002))"
149,1989202992654440751200000000,,,5,1,1168010100107360021,99.0,599.94,199.1,16.2,21,04000,49.72,242.15,20979,19890224,20170718,0,0,B001000000012UC2O,,,,1168010100107360021023983,782,11680,"POLYGON ((202999.392 444072.3029999994, 202989.4069999997 444068.6160000004, 202985.9850000003 444077.7090000007, 202995.6430000002 444081.8340000007, 202999.392 444072.3029999994))"
150,0000203922744443501900000000,,,0,0,1168010100107100000,0.0,0.0,0.0,0.0,,,0.0,0.0,,,20110207,,,,,,,,727,11680,"POLYGON ((203926.1069999998 444348.6649999991, 203921.4349999996 444346.7899999991, 203919.4040000001 444351.7899999991, 203924.0290000001 444353.5710000005, 203926.1069999998 444348.6649999991))"
151,0000203910914447011200000000,,,0,0,1168010100107030009,0.0,0.0,0.0,0.0,,,0.0,0.0,,,20110207,,,B00100000000SSAS1,,,,,903,11680,"POLYGON ((203920.6129999999 444694.3560000006, 203918.0190000003 444693.1679999996, 203915.4720000001 444699.4179999996, 203909.2220000001 444701.0739999991, 203899.0029999996 444703.7939999998, 203899.5970000001 444706.2630000003, 203909.2220000001 444703.8550000004, 203917.0350000001 444701.9489999991, 203920.6129999999 444694.3560000006))"
152,1987202898644443863900000000,,,2,1,1168010100106450002,109.74,329.22,0.0,0.0,11,02000,0.0,0.0,5789,19871026,20171104,0,0,B00100000000SR3GG,,,,1168010100106450002023378,934,11680,"POLYGON ((202895.4749999996 444393.5260000005, 202907.5690000001 444386.432, 202903.6469999999 444378.2760000005, 202889.2400000002 444387.1510000005, 202892.4910000004 444392.9629999995, 202894.6469999999 444392.182, 202895.4749999996 444393.5260000005))"
153,1993204720764450326000000000,,,9,4,1168010500101430008,388.18,5260.38,648.3,30.1,21,14000,59.88,516.1,10278,19930607,20201229,0,0,B00100000000STKL5,,,,1168010500101430008016910,928,11680,"POLYGON ((204732.8909999998 445025.8770000003, 204717.6560000004 445018.8460000008, 204708.0939999996 445038.4079999998, 204717.6560000004 445042.6889999993, 204717.0159999998 445043.9389999993, 204723.4529999997 445046.8460000008, 204732.1720000003 445029.1270000003, 204731.4060000004 445028.8460000008, 204732.8909999998 445025.8770000003))"
154,1997204079584447801800000000,,,7,2,1168010100106970011,688.91,4720.5,864.65,26.6,21,14000,79.68,396.77,4872,19970402,20180519,0,0,B00100000000SO3OL,,,,1168010100106970012022203,933,11680,"POLYGON ((204084.1780000003 444793.0720000006, 204096.3030000003 444783.5099999998, 204080.943 444764.9159999993, 204062.9119999995 444778.6669999994, 204074.1310000001 444793.0099999998, 204080.2879999997 444788.1040000003, 204084.1780000003 444793.0720000006))"
155,1991202868374443152700000000,,,5,1,1168010100106370032,89.67,484.75,181.1,14.85,21,04000,49.51,195.6,5937,19910611,20180425,0,0,B00100000000SN31W,,,,1168010100106370032023527,1101,11680,"POLYGON ((202872.1600000001 444320.4629999995, 202873.2699999996 444317.7760000005, 202876.8169999998 444318.807, 202878.176 444315.7440000009, 202862.3629999999 444309.557, 202860.0350000001 444315.9629999995, 202872.1600000001 444320.4629999995))"
156,1990202429704441497000000000,제이빌딩,,5,1,1168010100108180013,194.79,1178.36,390.4,17.2,21,04000,49.89,237.05,3344,19900116,20191008,0,0,B001000000012UDCZ,,,,1168010100108180013023806,1119,11680,"POLYGON ((202437.9670000002 444144.6879999992, 202426.8890000004 444140.4379999992, 202421.4979999997 444155.0010000002, 202432.5140000004 444158.8129999992, 202437.9670000002 444144.6879999992))"
157,0000204059254443698600000000,,,0,0,1168010100107130000,0.0,0.0,0.0,0.0,,,0.0,0.0,,,20110207,,,B00100000000SSP5S,,,,,1130,11680,"POLYGON ((204061.4680000003 444368.0069999993, 204058.6710000001 444367.0380000006, 204056.6399999997 444369.0380000006, 204057.0460000001 444371.6319999993, 204059.7489999998 444372.7569999993, 204061.8590000002 444370.6940000001, 204061.4680000003 444368.0069999993))"
158,2004204410644446315900000000,금척빌딩,,9,1,1168010600108890060,277.4,1999.6,462.9,31.79,21,14000,59.93,423.47,22635,20041208,20170624,0,0,B00100000000ST313,,,,1168010600108890060012486,1132,11680,"POLYGON ((204421.7570000002 444625.1280000005, 204418.6310000001 444623.9100000001, 204418.2879999997 444625.0350000001, 204405.8969999999 444620.5659999996, 204399.7719999999 444637.1600000001, 204414.96 444642.8790000007, 204421.7570000002 444625.1280000005))"
159,1992204684294450157900000000,,,8,1,1168010500101430006,332.87,2496.31,594.6,0.0,21,14000,55.98,347.16,19956,19920901,20170207,0,0,B00100000000STKVF,,,,1168010500101430006016917,1136,11680,"POLYGON ((204696.1399999997 445010.1270000003, 204678.483 445001.5960000008, 204675.358 445008.1899999995, 204679.9210000001 445010.5639999993, 204676.2640000004 445018.159, 204677.2019999996 445018.7210000008, 204674.8430000003 445023.034, 204674.6239999998 445023.4399999995, 204674.483 445023.784, 204674.4210000001 445024.2530000005, 204674.5460000001 445024.5969999991, 204674.9519999996 445024.8469999991, 204685.1720000003 445029.8469999991, 204685.2810000004 445029.909, 204685.5619999999 445029.9719999991, 204686.0149999997 445030.0030000005, 204686.2659999998 445029.8469999991, 204686.4529999997 445029.6280000005, 204696.1399999997 445010.1270000003))"
160,1996202831084441094500000000,,,10,4,1168010100108230023,227.83,3231.3,390.6,46.33,42,14000,58.33,586.84,14944,19960531,20200219,0,0,B001000000012VI0T,,,,1168010100108230023023898,1084,11680,"POLYGON ((202840.6730000004 444104.1809999999, 202826.4380000001 444099.1809999999, 202820.9390000002 444114.5869999994, 202835.642 444119.7119999994, 202840.6730000004 444106.1500000004, 202841.2980000004 444104.4000000004, 202840.6730000004 444104.1809999999))"
161,1993205132504449055000000000,,,8,3,1168010600109430012,224.64,2252.42,374.8,0.0,21,03000,59.94,461.44,21967,19930519,20201202,0,0,B00100000000WB76X,,,,1168010600109430012012171,1010,11680,"POLYGON ((205143.767 444903.6500000004, 205125.7039999999 444896.0559999999, 205121.2819999997 444907.4619999994, 205139.3130000001 444914.9000000004, 205143.767 444903.6500000004))"
162,2003205193464449174700000000,동구빌딩,,10,3,1168010600109430029,264.09,3383.86,440.5,29.6,21,14000,59.95,574.9,19764,20030311,20200802,0,0,B00100000000WAVWC,,,,1168010600109430029026803,1018,11680,"POLYGON ((205205.2050000001 444914.9930000007, 205186.9079999998 444907.1799999997, 205181.7050000001 444919.9309999999, 205200.0640000002 444927.7740000002, 205205.2050000001 444914.9930000007))"
163,1996205119004449339200000000,,,3,1,1168010600109430008,162.81,599.93,374.9,10.5,21,04000,43.43,120.95,18003,19960710,20191017,0,0,B00100000000WAXGX,,,,1168010600109430008012156,1047,11680,"POLYGON ((205123.8609999996 444941.5260000005, 205128.1270000003 444931.6199999992, 205114.2039999999 444926.2760000005, 205111.0789999999 444933.8699999992, 205110.6260000002 444933.7760000005, 205109.7819999997 444936.2129999995, 205123.8609999996 444941.5260000005))"
164,1995202892184443320400000000,,,6,1,1168010100106450012,238.61,1214.11,399.6,16.9,21,03000,59.71,260.11,21483,19951027,20191025,0,0,B00100000000SMI3D,,,,1168010100106450012023481,991,11680,"POLYGON ((202901.5829999996 444327.9949999992, 202887.7549999999 444322.9629999995, 202882.5990000004 444335.9629999995, 202896.8490000004 444341.1199999992, 202901.5829999996 444327.9949999992))"
165,1988203236864444896400000000,,,4,1,1168010100106690017,161.3,623.17,282.2,15.13,21,03000,57.16,149.6,8823,19880729,20181206,0,0,B00100000000SLLW9,,,,1168010100106690017026806,1081,11680,"POLYGON ((203241.4939999999 444496.8650000002, 203245.9009999996 444487.0830000006, 203233.3229999999 444480.8969999999, 203228.3229999999 444494.9910000004, 203232.9479999999 444496.8340000007, 203233.8849999998 444494.1469999999, 203241.4939999999 444496.8650000002))"
166,2003203818884443975800000000,진넥스빌2,진넥스빌2,11,2,1168010100107060024,287.03,3002.98,480.4,30.0,21,02000,59.75,545.41,7468,20030408,20170208,0,0,B00100000000SQQH4,,,,1168010100107060024023341,1220,11680,"POLYGON ((203818.7680000002 444413.5160000008, 203826.2620000001 444393.2860000003, 203826.9989999998 444393.5590000004, 203829.7070000004 444386.2510000002, 203817.7889999999 444381.7670000009, 203814.2790000001 444391.0969999991, 203817.0350000001 444392.1339999996, 203813.2130000005 444402.2919999994, 203810.5619999999 444401.2939999998, 203807.5499999998 444409.3000000007, 203818.7680000002 444413.5160000008))"
167,0000202819964440720400000000,,,0,0,1168010100108230025,0.0,0.0,0.0,0.0,,,0.0,0.0,,,20110207,,,,,,,,1149,11680,"POLYGON ((202823.8130000001 444071.5559999999, 202817.0939999996 444069.0559999999, 202816.0159999998 444072.3059999999, 202822.7659999998 444075.1500000004, 202823.8130000001 444071.5559999999))"
168,0000203266704442055600000000,,,0,0,1168010100107170000,0.0,0.0,0.0,0.0,,,0.0,0.0,,,20110207,,,,,,,,1154,11680,"POLYGON ((203270.7400000002 444204.6129999999, 203264.3190000001 444202.1750000007, 203262.6469999999 444206.4879999999, 203269.0839999998 444208.9869999997, 203270.7400000002 444204.6129999999))"
169,2007205056694447733500000000,,,3,1,1168010600109570015,135.68,447.75,371.7,11.37,31,03000,36.5,107.01,24363,20070117,20170204,0,0,B00100000000WAZ9S,,,,1168010600109570015012292,1408,11680,"POLYGON ((205062.7790000001 444768.9309999999, 205055.5449999999 444765.8379999995, 205050.7790000001 444777.2760000005, 205050.5599999996 444777.807, 205050.7790000001 444777.9010000005, 205057.9359999998 444780.8059999999, 205062.7790000001 444768.9309999999))"
